season,round,race_name,driver_id,driver_track_gap_mean,driver_track_finish_mean,driver_track_experience_count
2022,19,United States Grand Prix,hamilton,0.7262330054546855,10.533018867924529,0
2023,18,United States Grand Prix,hamilton,0.7215476312259457,10.492957746478874,1
2024,19,United States Grand Prix,hamilton,0.7169223258975742,10.532710280373832,2
2023,22,Abu Dhabi Grand Prix,hulkenberg,0.7169223258975742,10.532710280373832,0
2024,24,Abu Dhabi Grand Prix,hulkenberg,0.7201842965870032,10.553488372093023,1
2023,3,Australian Grand Prix,hulkenberg,0.7201842965870032,10.553488372093023,0
2024,3,Australian Grand Prix,hulkenberg,0.7161455919599794,10.537037037037036,1
2023,9,Austrian Grand Prix,hulkenberg,0.7161455919599794,10.537037037037036,0
2024,11,Austrian Grand Prix,hulkenberg,0.7161455919599794,10.580645161290322,1
2023,4,Azerbaijan Grand Prix,hulkenberg,0.7161455919599794,10.580645161290322,0
2024,17,Azerbaijan Grand Prix,hulkenberg,0.7126226637086588,10.610091743119266,1
2022,1,Bahrain Grand Prix,hulkenberg,0.7126226637086588,10.610091743119266,0
2023,1,Bahrain Grand Prix,hulkenberg,0.7145537501306551,10.639269406392694,1
2024,1,Bahrain Grand Prix,hulkenberg,0.7143053018157354,10.659090909090908,2
2023,12,Belgian Grand Prix,hulkenberg,0.7143053018157354,10.659090909090908,0
2024,14,Belgian Grand Prix,hulkenberg,0.7222620311535731,10.692307692307692,1
2023,10,British Grand Prix,hulkenberg,0.7222620311535731,10.692307692307692,0
2024,12,British Grand Prix,hulkenberg,0.7205285925481005,10.702702702702704,1
2023,8,Canadian Grand Prix,hulkenberg,0.7205285925481005,10.702702702702704,0
2024,9,Canadian Grand Prix,hulkenberg,0.7167866808402692,10.721973094170403,1
2024,5,Chinese Grand Prix,hulkenberg,0.7167866808402692,10.721973094170403,0
2023,13,Dutch Grand Prix,hulkenberg,0.7167866808402692,10.721973094170403,0
2024,15,Dutch Grand Prix,hulkenberg,0.7138815763772642,10.727678571428571,1
2024,7,Emilia Romagna Grand Prix,hulkenberg,0.7138815763772642,10.727678571428571,0
2023,11,Hungarian Grand Prix,hulkenberg,0.7138815763772642,10.727678571428571,0
2024,13,Hungarian Grand Prix,hulkenberg,0.7127837215867953,10.742222222222223,1
2023,14,Italian Grand Prix,hulkenberg,0.7127837215867953,10.742222222222223,0
2024,16,Italian Grand Prix,hulkenberg,0.7085155555892695,10.769911504424778,1
2023,16,Japanese Grand Prix,hulkenberg,0.7085155555892695,10.769911504424778,0
2024,4,Japanese Grand Prix,hulkenberg,0.7050432789305422,10.784140969162996,1
2023,21,Las Vegas Grand Prix,hulkenberg,0.7050432789305422,10.784140969162996,0
2024,22,Las Vegas Grand Prix,hulkenberg,0.7050432789305422,10.820175438596491,1
2023,19,Mexico City Grand Prix,hulkenberg,0.7050432789305422,10.820175438596491,0
2024,20,Mexico City Grand Prix,hulkenberg,0.7064080532613974,10.829694323144105,1
2023,5,Miami Grand Prix,hulkenberg,0.7064080532613974,10.829694323144105,0
2024,6,Miami Grand Prix,hulkenberg,0.7094318655383944,10.847826086956522,1
2023,6,Monaco Grand Prix,hulkenberg,0.7094318655383944,10.847826086956522,0
2024,8,Monaco Grand Prix,hulkenberg,0.7094725071372773,10.874458874458874,1
2023,17,Qatar Grand Prix,hulkenberg,0.7094725071372773,10.874458874458874,0
2024,23,Qatar Grand Prix,hulkenberg,0.7067844402353163,10.89655172413793,1
2022,2,Saudi Arabian Grand Prix,hulkenberg,0.7067844402353163,10.89655172413793,0
2023,2,Saudi Arabian Grand Prix,hulkenberg,0.7132415243958058,10.901287553648068,1
2024,2,Saudi Arabian Grand Prix,hulkenberg,0.7166404811521518,10.905982905982906,2
2023,15,Singapore Grand Prix,hulkenberg,0.7166404811521518,10.905982905982906,0
2024,18,Singapore Grand Prix,hulkenberg,0.7204153466054759,10.914893617021276,1
2023,7,Spanish Grand Prix,hulkenberg,0.7204153466054759,10.914893617021276,0
2024,10,Spanish Grand Prix,hulkenberg,0.7174603643039588,10.932203389830509,1
2023,20,São Paulo Grand Prix,hulkenberg,0.7174603643039588,10.932203389830509,0
2024,21,São Paulo Grand Prix,hulkenberg,0.7155315325443722,10.936708860759493,1
2023,18,United States Grand Prix,hulkenberg,0.7155315325443722,10.936708860759493,0
2024,19,United States Grand Prix,hulkenberg,0.7203077398254232,10.936974789915967,1
2022,22,Abu Dhabi Grand Prix,kevin_magnussen,0.7203077398254232,10.936974789915967,0
2023,22,Abu Dhabi Grand Prix,kevin_magnussen,0.7203077398254232,10.96234309623431,1
2024,24,Abu Dhabi Grand Prix,kevin_magnussen,0.7165252698489407,11.0,2
2022,3,Australian Grand Prix,kevin_magnussen,0.7165252698489407,11.0,0
2023,3,Australian Grand Prix,kevin_magnussen,0.7165252698489407,11.012448132780083,1
2024,3,Australian Grand Prix,kevin_magnussen,0.7165252698489407,11.037190082644628,2
2022,11,Austrian Grand Prix,kevin_magnussen,0.7165252698489407,11.037190082644628,0
2023,9,Austrian Grand Prix,kevin_magnussen,0.7165252698489407,11.024691358024691,1
2024,11,Austrian Grand Prix,kevin_magnussen,0.7166317167624784,11.05327868852459,2
2022,8,Azerbaijan Grand Prix,kevin_magnussen,0.7166317167624784,11.05327868852459,0
2023,4,Azerbaijan Grand Prix,kevin_magnussen,0.7166317167624784,11.077551020408164,1
2022,1,Bahrain Grand Prix,kevin_magnussen,0.7166317167624784,11.077551020408164,0
2023,1,Bahrain Grand Prix,kevin_magnussen,0.7135598927966491,11.052845528455284,1
2024,1,Bahrain Grand Prix,kevin_magnussen,0.7111719067294776,11.06072874493927,2
2022,14,Belgian Grand Prix,kevin_magnussen,0.7111719067294776,11.06072874493927,0
2023,12,Belgian Grand Prix,kevin_magnussen,0.7111719067294776,11.080645161290322,1
2024,14,Belgian Grand Prix,kevin_magnussen,0.717152711014612,11.096385542168674,2
2022,10,British Grand Prix,kevin_magnussen,0.717152711014612,11.096385542168674,0
2023,10,British Grand Prix,kevin_magnussen,0.715430204642041,11.092,1
2024,12,British Grand Prix,kevin_magnussen,0.715430204642041,11.123505976095618,2
2022,9,Canadian Grand Prix,kevin_magnussen,0.715430204642041,11.123505976095618,0
2023,8,Canadian Grand Prix,kevin_magnussen,0.716751199674864,11.146825396825397,1
2024,9,Canadian Grand Prix,kevin_magnussen,0.7176264659381049,11.1699604743083,2
2024,5,Chinese Grand Prix,kevin_magnussen,0.7176264659381049,11.1699604743083,0
2022,15,Dutch Grand Prix,kevin_magnussen,0.7176264659381049,11.1699604743083,0
2023,13,Dutch Grand Prix,kevin_magnussen,0.7162248686752154,11.18503937007874,1
2024,15,Dutch Grand Prix,kevin_magnussen,0.7144590449056665,11.20392156862745,2
2022,4,Emilia Romagna Grand Prix,kevin_magnussen,0.7144590449056665,11.20392156862745,0
2024,7,Emilia Romagna Grand Prix,kevin_magnussen,0.7156114829816673,11.1953125,1
2022,12,French Grand Prix,kevin_magnussen,0.7156114829816673,11.1953125,0
2022,13,Hungarian Grand Prix,kevin_magnussen,0.7156114829816673,11.1953125,0
2023,11,Hungarian Grand Prix,kevin_magnussen,0.7156114829816673,11.214007782101167,1
2024,13,Hungarian Grand Prix,kevin_magnussen,0.7170118496997654,11.236434108527131,2
2022,16,Italian Grand Prix,kevin_magnussen,0.7170118496997654,11.236434108527131,0
2023,14,Italian Grand Prix,kevin_magnussen,0.7170118496997654,11.254826254826256,1
2024,16,Italian Grand Prix,kevin_magnussen,0.7143605834709708,11.28076923076923,2
2022,18,Japanese Grand Prix,kevin_magnussen,0.7143605834709708,11.28076923076923,0
2023,16,Japanese Grand Prix,kevin_magnussen,0.7216053572177737,11.291187739463602,1
2024,4,Japanese Grand Prix,kevin_magnussen,0.7205050703928112,11.305343511450381,2
2023,21,Las Vegas Grand Prix,kevin_magnussen,0.7205050703928112,11.305343511450381,0
2024,22,Las Vegas Grand Prix,kevin_magnussen,0.7211988586897554,11.311787072243346,1
2022,20,Mexico City Grand Prix,kevin_magnussen,0.7211988586897554,11.311787072243346,0
2023,19,Mexico City Grand Prix,kevin_magnussen,0.7211988586897554,11.333333333333334,1
2024,20,Mexico City Grand Prix,kevin_magnussen,0.7211988586897554,11.362264150943396,2
2022,5,Miami Grand Prix,kevin_magnussen,0.7211988586897554,11.362264150943396,0
2023,5,Miami Grand Prix,kevin_magnussen,0.7211988586897554,11.3796992481203,1
2024,6,Miami Grand Prix,kevin_magnussen,0.722679080467055,11.374531835205993,2
2022,7,Monaco Grand Prix,kevin_magnussen,0.722679080467055,11.374531835205993,0
2023,6,Monaco Grand Prix,kevin_magnussen,0.722679080467055,11.406716417910447,1
2024,8,Monaco Grand Prix,kevin_magnussen,0.722679080467055,11.434944237918216,2
2023,17,Qatar Grand Prix,kevin_magnussen,0.722679080467055,11.434944237918216,0
2024,23,Qatar Grand Prix,kevin_magnussen,0.7189919423014067,11.444444444444445,1
2022,2,Saudi Arabian Grand Prix,kevin_magnussen,0.7189919423014067,11.444444444444445,0
2023,2,Saudi Arabian Grand Prix,kevin_magnussen,0.7218152319343945,11.435424354243542,1
2024,2,Saudi Arabian Grand Prix,kevin_magnussen,0.7241768721771501,11.430147058823529,2
2022,17,Singapore Grand Prix,kevin_magnussen,0.7241768721771501,11.430147058823529,0
2023,15,Singapore Grand Prix,kevin_magnussen,0.7282045158652131,11.432234432234432,1
2024,18,Singapore Grand Prix,kevin_magnussen,0.7303138158665322,11.427007299270073,2
2022,6,Spanish Grand Prix,kevin_magnussen,0.7303138158665322,11.427007299270073,0
2023,7,Spanish Grand Prix,kevin_magnussen,0.7303138158665322,11.447272727272727,1
2024,10,Spanish Grand Prix,kevin_magnussen,0.7292678611760366,11.471014492753623,2
2022,21,São Paulo Grand Prix,kevin_magnussen,0.7292678611760366,11.471014492753623,0
2023,20,São Paulo Grand Prix,kevin_magnussen,0.7292678611760366,11.498194945848375,1
2022,19,United States Grand Prix,kevin_magnussen,0.7292678611760366,11.498194945848375,0
2023,18,United States Grand Prix,kevin_magnussen,0.7310334198547974,11.489208633093526,1
2024,19,United States Grand Prix,kevin_magnussen,0.7279559601062964,11.498207885304659,2
2022,22,Abu Dhabi Grand Prix,latifi,0.7279559601062964,11.498207885304659,0
2022,3,Australian Grand Prix,latifi,0.7279559601062964,11.498207885304659,0
2022,11,Austrian Grand Prix,latifi,0.7279559601062964,11.498207885304659,0
2022,8,Azerbaijan Grand Prix,latifi,0.7279559601062964,11.498207885304659,0
2022,1,Bahrain Grand Prix,latifi,0.7279559601062964,11.498207885304659,0
2022,14,Belgian Grand Prix,latifi,0.7279559601062964,11.498207885304659,0
2022,10,British Grand Prix,latifi,0.7279559601062964,11.498207885304659,0
2022,9,Canadian Grand Prix,latifi,0.7279559601062964,11.498207885304659,0
2022,15,Dutch Grand Prix,latifi,0.7279559601062964,11.498207885304659,0
2022,4,Emilia Romagna Grand Prix,latifi,0.7279559601062964,11.498207885304659,0
2022,12,French Grand Prix,latifi,0.7279559601062964,11.498207885304659,0
2022,13,Hungarian Grand Prix,latifi,0.7279559601062964,11.498207885304659,0
2022,16,Italian Grand Prix,latifi,0.7279559601062964,11.498207885304659,0
2022,18,Japanese Grand Prix,latifi,0.7279559601062964,11.498207885304659,0
2022,20,Mexico City Grand Prix,latifi,0.7279559601062964,11.498207885304659,0
2022,5,Miami Grand Prix,latifi,0.7279559601062964,11.498207885304659,0
2022,7,Monaco Grand Prix,latifi,0.7279559601062964,11.498207885304659,0
2022,2,Saudi Arabian Grand Prix,latifi,0.7279559601062964,11.498207885304659,0
2022,17,Singapore Grand Prix,latifi,0.7279559601062964,11.498207885304659,0
2022,6,Spanish Grand Prix,latifi,0.7279559601062964,11.498207885304659,0
2022,21,São Paulo Grand Prix,latifi,0.7279559601062964,11.498207885304659,0
2022,19,United States Grand Prix,latifi,0.7279559601062964,11.498207885304659,0
2024,24,Abu Dhabi Grand Prix,lawson,0.7279559601062964,11.498207885304659,0
2023,13,Dutch Grand Prix,lawson,0.7279559601062964,11.498207885304659,0
2023,14,Italian Grand Prix,lawson,0.7279559601062964,11.498207885304659,0
2023,16,Japanese Grand Prix,lawson,0.7279559601062964,11.498207885304659,0
2024,22,Las Vegas Grand Prix,lawson,0.7279559601062964,11.498207885304659,0
2024,20,Mexico City Grand Prix,lawson,0.7279559601062964,11.498207885304659,0
2023,17,Qatar Grand Prix,lawson,0.7279559601062964,11.498207885304659,0
2024,23,Qatar Grand Prix,lawson,0.7266513790693608,11.517857142857142,1
2023,15,Singapore Grand Prix,lawson,0.7266513790693608,11.517857142857142,0
2024,21,São Paulo Grand Prix,lawson,0.7266513790693608,11.517857142857142,0
2024,19,United States Grand Prix,lawson,0.7266513790693608,11.517857142857142,0
2022,22,Abu Dhabi Grand Prix,leclerc,0.7266513790693608,11.517857142857142,0
2023,22,Abu Dhabi Grand Prix,leclerc,0.7231067381958517,11.483985765124554,1
2024,24,Abu Dhabi Grand Prix,leclerc,0.7200637024731066,11.450354609929079,2
2022,3,Australian Grand Prix,leclerc,0.7200637024731066,11.450354609929079,0
2023,3,Australian Grand Prix,leclerc,1.1535353254330065,11.413427561837455,1
2024,3,Australian Grand Prix,leclerc,1.1535353254330065,11.443661971830986,2
2022,11,Austrian Grand Prix,leclerc,1.1535353254330065,11.443661971830986,0
2023,9,Austrian Grand Prix,leclerc,1.4908104467692915,11.407017543859649,1
2024,11,Austrian Grand Prix,leclerc,1.4836773824306826,11.374125874125873,2
2022,8,Azerbaijan Grand Prix,leclerc,1.4836773824306826,11.374125874125873,0
2023,4,Azerbaijan Grand Prix,leclerc,1.4836773824306826,11.400696864111499,1
2024,17,Azerbaijan Grand Prix,leclerc,1.4783937646431975,11.371527777777779,2
2022,1,Bahrain Grand Prix,leclerc,1.4783937646431975,11.371527777777779,0
2023,1,Bahrain Grand Prix,leclerc,1.9576252899957656,11.335640138408305,1
2024,1,Bahrain Grand Prix,leclerc,1.9576252899957656,11.362068965517242,2
2022,14,Belgian Grand Prix,leclerc,1.9576252899957656,11.362068965517242,0
2023,12,Belgian Grand Prix,leclerc,1.9545120274786332,11.34364261168385,1
2024,14,Belgian Grand Prix,leclerc,1.9463980145455282,11.315068493150685,2
2022,10,British Grand Prix,leclerc,1.9463980145455282,11.315068493150685,0
2023,10,British Grand Prix,leclerc,1.9377310755846753,11.290102389078498,1
2024,12,British Grand Prix,leclerc,1.9300503049290043,11.282312925170068,2
2022,9,Canadian Grand Prix,leclerc,1.9300503049290043,11.282312925170068,0
2023,8,Canadian Grand Prix,leclerc,1.9220523868506292,11.261016949152543,1
2024,9,Canadian Grand Prix,leclerc,1.9137926325991779,11.236486486486486,2
2024,5,Chinese Grand Prix,leclerc,1.9137926325991779,11.236486486486486,0
2022,15,Dutch Grand Prix,leclerc,1.9137926325991779,11.236486486486486,0
2023,13,Dutch Grand Prix,leclerc,1.9054506939175304,11.20875420875421,1
2024,15,Dutch Grand Prix,leclerc,1.9054506939175304,11.234899328859061,2
2022,4,Emilia Romagna Grand Prix,leclerc,1.9054506939175304,11.234899328859061,0
2024,7,Emilia Romagna Grand Prix,leclerc,1.89961620861516,11.217391304347826,1
2022,12,French Grand Prix,leclerc,1.89961620861516,11.217391304347826,0
2022,13,Hungarian Grand Prix,leclerc,1.89961620861516,11.217391304347826,0
2023,11,Hungarian Grand Prix,leclerc,1.8915149011734027,11.2,1
2024,13,Hungarian Grand Prix,leclerc,1.886556656630278,11.186046511627907,2
2022,16,Italian Grand Prix,leclerc,1.886556656630278,11.186046511627907,0
2023,14,Italian Grand Prix,leclerc,1.878058653672484,11.155629139072847,1
2024,16,Italian Grand Prix,leclerc,1.8704531853407074,11.132013201320133,2
2022,18,Japanese Grand Prix,leclerc,1.8704531853407074,11.132013201320133,0
2023,16,Japanese Grand Prix,leclerc,1.8628518318347222,11.105263157894736,1
2024,4,Japanese Grand Prix,leclerc,1.858003014468916,11.081967213114755,2
2023,21,Las Vegas Grand Prix,leclerc,1.858003014468916,11.081967213114755,0
2024,22,Las Vegas Grand Prix,leclerc,1.8497817621925048,11.052287581699346,1
2022,20,Mexico City Grand Prix,leclerc,1.8497817621925048,11.052287581699346,0
2023,19,Mexico City Grand Prix,leclerc,1.844957880259411,11.035830618892508,1
2024,20,Mexico City Grand Prix,leclerc,1.8374373088794742,11.00974025974026,2
2022,5,Miami Grand Prix,leclerc,1.8374373088794742,11.00974025974026,0
2023,5,Miami Grand Prix,leclerc,1.829413565172577,10.980582524271844,1
2024,6,Miami Grand Prix,leclerc,1.825090714431552,10.96774193548387,2
2022,7,Monaco Grand Prix,leclerc,1.825090714431552,10.96774193548387,0
2023,6,Monaco Grand Prix,leclerc,1.8173094775725411,10.945337620578778,1
2024,8,Monaco Grand Prix,leclerc,1.812671925668769,10.929487179487179,2
2023,17,Qatar Grand Prix,leclerc,1.812671925668769,10.929487179487179,0
2024,23,Qatar Grand Prix,leclerc,1.8077331183678789,10.910543130990416,1
2022,2,Saudi Arabian Grand Prix,leclerc,1.8077331183678789,10.910543130990416,0
2023,2,Saudi Arabian Grand Prix,leclerc,1.8000077631611786,10.882165605095542,1
2024,2,Saudi Arabian Grand Prix,leclerc,1.7955657726796417,10.86984126984127,2
2022,17,Singapore Grand Prix,leclerc,1.7955657726796417,10.86984126984127,0
2023,15,Singapore Grand Prix,leclerc,1.787957443134389,10.841772151898734,1
2024,18,Singapore Grand Prix,leclerc,1.7817992587411446,10.82018927444795,2
2022,6,Spanish Grand Prix,leclerc,1.7817992587411446,10.82018927444795,0
2023,7,Spanish Grand Prix,leclerc,1.7817992587411446,10.849056603773585,1
2024,10,Spanish Grand Prix,leclerc,1.7787782025228538,10.849529780564263,2
2022,21,São Paulo Grand Prix,leclerc,1.7787782025228538,10.849529780564263,0
2023,20,São Paulo Grand Prix,leclerc,1.7717429469168002,10.828125,1
2024,21,São Paulo Grand Prix,leclerc,1.7717429469168002,10.856697819314642,2
2022,19,United States Grand Prix,leclerc,1.7717429469168002,10.856697819314642,0
2023,18,United States Grand Prix,leclerc,1.7645450596379801,10.832298136645962,1
2024,19,United States Grand Prix,leclerc,1.7588857884954396,10.860681114551083,2
2022,22,Abu Dhabi Grand Prix,max_verstappen,1.7588857884954396,10.860681114551083,0
2023,22,Abu Dhabi Grand Prix,max_verstappen,2.126164758591426,10.830246913580247,1
2024,24,Abu Dhabi Grand Prix,max_verstappen,2.4870910707811302,10.8,2
2022,3,Australian Grand Prix,max_verstappen,2.4870910707811302,10.8,0
2023,3,Australian Grand Prix,max_verstappen,2.4870910707811302,10.822085889570552,1
2024,3,Australian Grand Prix,max_verstappen,3.124028656839263,10.792048929663608,2
2022,11,Austrian Grand Prix,max_verstappen,3.124028656839263,10.792048929663608,0
2023,9,Austrian Grand Prix,max_verstappen,3.111277519464409,10.765243902439025,1
2024,11,Austrian Grand Prix,max_verstappen,3.3922549210513795,10.735562310030396,2
2022,8,Azerbaijan Grand Prix,max_verstappen,3.3922549210513795,10.735562310030396,0
2023,4,Azerbaijan Grand Prix,max_verstappen,3.8250653520291027,10.706060606060607,1
2024,17,Azerbaijan Grand Prix,max_verstappen,3.809641701416082,10.6797583081571,2
2022,1,Bahrain Grand Prix,max_verstappen,3.809641701416082,10.6797583081571,0
2023,1,Bahrain Grand Prix,max_verstappen,3.809641701416082,10.704819277108435,1
2024,1,Bahrain Grand Prix,max_verstappen,4.191410913211987,10.675675675675675,2
2022,14,Belgian Grand Prix,max_verstappen,4.191410913211987,10.675675675675675,0
2023,12,Belgian Grand Prix,max_verstappen,4.64146826955914,10.646706586826348,1
2024,14,Belgian Grand Prix,max_verstappen,5.069204632845938,10.617910447761194,2
2022,10,British Grand Prix,max_verstappen,5.069204632845938,10.617910447761194,0
2023,10,British Grand Prix,max_verstappen,5.050233277465291,10.607142857142858,1
2024,12,British Grand Prix,max_verstappen,5.418926487374976,10.578635014836795,2
2022,9,Canadian Grand Prix,max_verstappen,5.418926487374976,10.578635014836795,0
2023,8,Canadian Grand Prix,max_verstappen,5.722719465208708,10.550295857988166,1
2024,9,Canadian Grand Prix,max_verstappen,6.015615131171474,10.52212389380531,2
2024,5,Chinese Grand Prix,max_verstappen,6.015615131171474,10.52212389380531,0
2022,15,Dutch Grand Prix,max_verstappen,6.015615131171474,10.52212389380531,0
2023,13,Dutch Grand Prix,max_verstappen,6.30671635244728,10.494117647058824,1
2024,15,Dutch Grand Prix,max_verstappen,6.749138716402307,10.466275659824047,2
2022,4,Emilia Romagna Grand Prix,max_verstappen,6.749138716402307,10.466275659824047,0
2024,7,Emilia Romagna Grand Prix,max_verstappen,7.062062505061507,10.43859649122807,1
2022,12,French Grand Prix,max_verstappen,7.062062505061507,10.43859649122807,0
2022,13,Hungarian Grand Prix,max_verstappen,7.062062505061507,10.43859649122807,0
2023,11,Hungarian Grand Prix,max_verstappen,7.3639783144738455,10.411078717201166,1
2024,13,Hungarian Grand Prix,max_verstappen,7.6584036176599355,10.383720930232558,2
2022,16,Italian Grand Prix,max_verstappen,7.6584036176599355,10.383720930232558,0
2023,14,Italian Grand Prix,max_verstappen,7.977869359600514,10.356521739130434,1
2024,16,Italian Grand Prix,max_verstappen,8.278137183478705,10.329479768786127,2
2022,18,Japanese Grand Prix,max_verstappen,8.278137183478705,10.329479768786127,0
2023,16,Japanese Grand Prix,max_verstappen,9.723703473383999,10.302593659942364,1
2024,4,Japanese Grand Prix,max_verstappen,10.076760628609174,10.275862068965518,2
2023,21,Las Vegas Grand Prix,max_verstappen,10.076760628609174,10.275862068965518,0
2024,22,Las Vegas Grand Prix,max_verstappen,10.442223343218195,10.249283667621777,1
2022,20,Mexico City Grand Prix,max_verstappen,10.442223343218195,10.249283667621777,0
2023,19,Mexico City Grand Prix,max_verstappen,10.715449285325128,10.222857142857142,1
2024,20,Mexico City Grand Prix,max_verstappen,11.0623471120246,10.196581196581196,2
2022,5,Miami Grand Prix,max_verstappen,11.0623471120246,10.196581196581196,0
2023,5,Miami Grand Prix,max_verstappen,11.391616437411784,10.170454545454545,1
2024,6,Miami Grand Prix,max_verstappen,11.691853498852305,10.144475920679886,2
2022,7,Monaco Grand Prix,max_verstappen,11.691853498852305,10.144475920679886,0
2023,6,Monaco Grand Prix,max_verstappen,11.64856984006026,10.124293785310735,1
2024,8,Monaco Grand Prix,max_verstappen,11.914410059214166,10.098591549295774,2
2023,17,Qatar Grand Prix,max_verstappen,11.914410059214166,10.098591549295774,0
2024,23,Qatar Grand Prix,max_verstappen,12.209740336989244,10.073033707865168,1
2022,2,Saudi Arabian Grand Prix,max_verstappen,12.209740336989244,10.073033707865168,0
2023,2,Saudi Arabian Grand Prix,max_verstappen,12.535619969454485,10.047619047619047,1
2024,2,Saudi Arabian Grand Prix,max_verstappen,12.489869531609761,10.025139664804469,2
2022,17,Singapore Grand Prix,max_verstappen,12.489869531609761,10.025139664804469,0
2023,15,Singapore Grand Prix,max_verstappen,12.44791746366739,10.016713091922005,1
2024,18,Singapore Grand Prix,max_verstappen,12.404021841720954,10.002777777777778,2
2022,6,Spanish Grand Prix,max_verstappen,12.404021841720954,10.002777777777778,0
2023,7,Spanish Grand Prix,max_verstappen,12.677992827304942,9.977839335180056,1
2024,10,Spanish Grand Prix,max_verstappen,12.919813051492747,9.953038674033149,2
2022,21,São Paulo Grand Prix,max_verstappen,12.919813051492747,9.953038674033149,0
2023,20,São Paulo Grand Prix,max_verstappen,12.873935938733094,9.942148760330578,1
2024,21,São Paulo Grand Prix,max_verstappen,13.180334759072627,9.917582417582418,2
2022,19,United States Grand Prix,max_verstappen,13.180334759072627,9.917582417582418,0
2023,18,United States Grand Prix,max_verstappen,13.522770273402314,9.893150684931507,1
2024,19,United States Grand Prix,max_verstappen,13.836971252675964,9.868852459016393,2
2022,22,Abu Dhabi Grand Prix,mick_schumacher,13.836971252675964,9.868852459016393,0
2022,3,Australian Grand Prix,mick_schumacher,13.836971252675964,9.868852459016393,0
2022,11,Austrian Grand Prix,mick_schumacher,13.836971252675964,9.868852459016393,0
2022,8,Azerbaijan Grand Prix,mick_schumacher,13.836971252675964,9.868852459016393,0
2022,1,Bahrain Grand Prix,mick_schumacher,13.836971252675964,9.868852459016393,0
2022,14,Belgian Grand Prix,mick_schumacher,13.836971252675964,9.868852459016393,0
2022,10,British Grand Prix,mick_schumacher,13.836971252675964,9.868852459016393,0
2022,9,Canadian Grand Prix,mick_schumacher,13.836971252675964,9.868852459016393,0
2022,15,Dutch Grand Prix,mick_schumacher,13.836971252675964,9.868852459016393,0
2022,4,Emilia Romagna Grand Prix,mick_schumacher,13.836971252675964,9.868852459016393,0
2022,12,French Grand Prix,mick_schumacher,13.836971252675964,9.868852459016393,0
2022,13,Hungarian Grand Prix,mick_schumacher,13.836971252675964,9.868852459016393,0
2022,16,Italian Grand Prix,mick_schumacher,13.836971252675964,9.868852459016393,0
2022,18,Japanese Grand Prix,mick_schumacher,13.836971252675964,9.868852459016393,0
2022,20,Mexico City Grand Prix,mick_schumacher,13.836971252675964,9.868852459016393,0
2022,5,Miami Grand Prix,mick_schumacher,13.836971252675964,9.868852459016393,0
2022,7,Monaco Grand Prix,mick_schumacher,13.836971252675964,9.868852459016393,0
2022,2,Saudi Arabian Grand Prix,mick_schumacher,13.836971252675964,9.868852459016393,0
2022,17,Singapore Grand Prix,mick_schumacher,13.836971252675964,9.868852459016393,0
2022,6,Spanish Grand Prix,mick_schumacher,13.836971252675964,9.868852459016393,0
2022,21,São Paulo Grand Prix,mick_schumacher,13.836971252675964,9.868852459016393,0
2022,19,United States Grand Prix,mick_schumacher,13.836971252675964,9.868852459016393,0
2022,22,Abu Dhabi Grand Prix,norris,13.836971252675964,9.868852459016393,0
2023,22,Abu Dhabi Grand Prix,norris,13.790968978236144,9.858310626702997,1
2024,24,Abu Dhabi Grand Prix,norris,13.743130027244296,9.845108695652174,2
2022,3,Australian Grand Prix,norris,13.743130027244296,9.845108695652174,0
2023,3,Australian Grand Prix,norris,13.696891518981733,9.831978319783198,1
2024,3,Australian Grand Prix,norris,13.649212612054983,9.821621621621622,2
2022,11,Austrian Grand Prix,norris,13.649212612054983,9.821621621621622,0
2023,9,Austrian Grand Prix,norris,13.649212612054983,9.814016172506738,1
2024,11,Austrian Grand Prix,norris,13.602693394532487,9.798387096774194,2
2022,8,Azerbaijan Grand Prix,norris,13.602693394532487,9.798387096774194,0
2023,4,Azerbaijan Grand Prix,norris,13.560345602925654,9.796246648793566,1
2024,17,Azerbaijan Grand Prix,norris,13.518732289556414,9.794117647058824,2
2022,1,Bahrain Grand Prix,norris,13.518732289556414,9.794117647058824,0
2023,1,Bahrain Grand Prix,norris,13.47518536030628,9.808,1
2024,1,Bahrain Grand Prix,norris,13.429222524016568,9.827127659574469,2
2022,14,Belgian Grand Prix,norris,13.429222524016568,9.827127659574469,0
2023,12,Belgian Grand Prix,norris,13.389995578884507,9.83289124668435,1
2024,14,Belgian Grand Prix,norris,13.348283989878075,9.825396825396826,2
2022,10,British Grand Prix,norris,13.348283989878075,9.825396825396826,0
2023,10,British Grand Prix,norris,13.303415676987333,9.815303430079156,1
2024,12,British Grand Prix,norris,13.258319352658564,9.794736842105262,2
2022,9,Canadian Grand Prix,norris,13.258319352658564,9.794736842105262,0
2023,8,Canadian Grand Prix,norris,13.215996459092633,9.808398950131233,1
2024,9,Canadian Grand Prix,norris,13.174326100644508,9.81675392670157,2
2024,5,Chinese Grand Prix,norris,13.174326100644508,9.81675392670157,0
2022,15,Dutch Grand Prix,norris,13.174326100644508,9.81675392670157,0
2023,13,Dutch Grand Prix,norris,13.130827010448462,9.809399477806789,1
2024,15,Dutch Grand Prix,norris,13.08735192940274,9.802083333333334,2
2022,4,Emilia Romagna Grand Prix,norris,13.08735192940274,9.802083333333334,0
